,img_path,2_way_label,3_way_label,6_way_label
1130,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\28clga.jpg,0.0,2.0,2.0
1131,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bed17d.jpg,1.0,0.0,0.0
1132,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cg5cic.jpg,1.0,0.0,0.0
1133,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8a5uv6.jpg,0.0,2.0,2.0
1134,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b2e3aj.jpg,0.0,1.0,5.0
1135,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d1lwqig.jpg,0.0,2.0,4.0
1136,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\byorpx.jpg,0.0,2.0,2.0
1137,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\787cmo.jpg,0.0,2.0,2.0
1138,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ddoi2y.jpg,0.0,2.0,2.0
1139,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d3aw5a.jpg,0.0,2.0,2.0
1140,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cbw9z4f.jpg,0.0,2.0,4.0
1141,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgksgri.jpg,0.0,2.0,4.0
1142,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7u7cjk.jpg,1.0,0.0,0.0
1143,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b3o5bg.jpg,1.0,0.0,0.0
1144,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d6ts85r.jpg,0.0,2.0,4.0
1145,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bcdktx.jpg,0.0,2.0,2.0
1146,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\e00a3dp.jpg,0.0,2.0,4.0
1147,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\av67dt.jpg,1.0,0.0,0.0
1148,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5t7v6e.jpg,1.0,0.0,0.0
1149,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\66hcik.jpg,1.0,0.0,0.0
1150,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\551xgv.jpg,0.0,2.0,2.0
1151,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\37w25h.jpg,0.0,2.0,2.0
1152,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7ut2m8.jpg,0.0,2.0,2.0
1153,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1javqs.jpg,1.0,0.0,0.0
1154,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\er7neo0.jpg,0.0,2.0,4.0
1155,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cu4k43d.jpg,0.0,2.0,4.0
1156,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6wxd3y.jpg,0.0,2.0,2.0
1157,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c68kkao.jpg,0.0,2.0,4.0
1158,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\31hkur.jpg,1.0,0.0,0.0
1159,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cu828wy.jpg,0.0,2.0,4.0
1160,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\410a9m.jpg,0.0,1.0,5.0
1161,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6qovfd.jpg,0.0,2.0,4.0
1162,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7s5bse.jpg,1.0,0.0,0.0
1163,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cmcsa7n.jpg,0.0,2.0,4.0
1164,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c88k8hy.jpg,0.0,2.0,4.0
1165,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\91beqw.jpg,1.0,0.0,0.0
1166,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ce4hd90.jpg,0.0,2.0,4.0
1167,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ax87cz.jpg,0.0,2.0,1.0
1168,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6prnic.jpg,0.0,2.0,4.0
1169,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c8qznz2.jpg,0.0,2.0,4.0
1170,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\audiv0.jpg,1.0,0.0,0.0
1171,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8eovgj.jpg,1.0,0.0,0.0
1172,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1vgcll.jpg,1.0,0.0,0.0
1173,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c819cuz.jpg,0.0,2.0,4.0
1174,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\72o4uo.jpg,0.0,2.0,1.0
1175,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cesw9xm.jpg,0.0,2.0,4.0
1176,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cca09n.jpg,0.0,2.0,1.0
1177,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\yuk50.jpg,1.0,0.0,0.0
1178,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\838ex6.jpg,0.0,2.0,1.0
1179,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1s336t.jpg,1.0,0.0,0.0
1180,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1w6wl1.jpg,1.0,0.0,0.0
1181,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d36mkwi.jpg,0.0,2.0,4.0
1182,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1okofq.jpg,1.0,0.0,0.0
1183,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckyhwed.jpg,0.0,2.0,4.0
1184,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2pli65.jpg,1.0,0.0,0.0
1185,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cm2cem3.jpg,0.0,2.0,4.0
1186,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5ifk0m.jpg,0.0,2.0,2.0
1187,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cwn7iap.jpg,0.0,2.0,4.0
1188,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cku5q7.jpg,1.0,0.0,0.0
1189,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dib01xw.jpg,0.0,2.0,4.0
1190,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c0xxv2.jpg,0.0,2.0,2.0
1191,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cak9g70.jpg,0.0,2.0,4.0
1192,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\75aym5.jpg,0.0,2.0,2.0
1193,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\89lamm.jpg,0.0,2.0,1.0
1194,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cikfkq9.jpg,0.0,2.0,4.0
1195,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ci4sacs.jpg,0.0,2.0,4.0
1196,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\954bik.jpg,0.0,1.0,5.0
1197,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d2qw5py.jpg,0.0,2.0,4.0
1198,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\35ix47.jpg,0.0,2.0,2.0
1199,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\579bmj.jpg,0.0,2.0,1.0
1200,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\de77zt.jpg,1.0,0.0,0.0
1201,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6xk8ig.jpg,0.0,2.0,2.0
1202,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b3019d.jpg,0.0,2.0,2.0
1203,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\714hpz.jpg,0.0,2.0,2.0
1204,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6gt1i6.jpg,0.0,2.0,1.0
1205,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bqhbjd.jpg,0.0,2.0,2.0
1206,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\96tpji.jpg,1.0,0.0,0.0
1207,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\lww4a.jpg,0.0,2.0,2.0
1208,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cg7h7by.jpg,0.0,2.0,4.0
1209,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5qx1vl.jpg,1.0,0.0,0.0
1210,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\chepzcb.jpg,0.0,2.0,4.0
1211,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cr8b075.jpg,0.0,2.0,4.0
1212,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b0rloh.jpg,1.0,0.0,0.0
1213,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\22jxkr.jpg,0.0,2.0,2.0
1214,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9fcz1f.jpg,1.0,0.0,0.0
1215,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9hlsoo.jpg,1.0,0.0,0.0
1216,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\brqf9t.jpg,0.0,2.0,1.0
1217,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7rs0lv.jpg,1.0,0.0,0.0
1218,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\czjc50b.jpg,0.0,2.0,4.0
1219,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cxd4s1.jpg,1.0,0.0,0.0
1220,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\45uron.jpg,1.0,0.0,0.0
1221,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6qlwk1.jpg,0.0,2.0,1.0
1222,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c8mp160.jpg,0.0,2.0,4.0
1223,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\66whtx.jpg,1.0,0.0,0.0
1224,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c8j5p9n.jpg,0.0,2.0,4.0
1225,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\blj506.jpg,0.0,1.0,5.0
1226,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\20hlp5.jpg,1.0,0.0,0.0
1227,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cs9r99o.jpg,0.0,2.0,4.0
1228,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\84fltw.jpg,0.0,2.0,2.0
1229,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c9hnqf8.jpg,0.0,2.0,4.0
1230,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b41qy6.jpg,1.0,0.0,0.0
1231,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cbh5wy1.jpg,0.0,2.0,4.0
1232,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\38dkkl.jpg,1.0,0.0,0.0
1233,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\77yfs9.jpg,0.0,2.0,1.0
1234,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\83la30.jpg,0.0,2.0,1.0
1235,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckb4vex.jpg,0.0,2.0,4.0
1236,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bv725w.jpg,1.0,0.0,0.0
1237,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cvmjap5.jpg,0.0,2.0,4.0
1238,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cwd1bu7.jpg,0.0,2.0,4.0
1239,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7bq3lg.jpg,0.0,2.0,2.0
1240,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7d273k.jpg,1.0,0.0,0.0
1241,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1ongcw.jpg,1.0,0.0,0.0
1242,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ay7da3.jpg,1.0,0.0,0.0
1243,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b6ri6t.jpg,1.0,0.0,0.0
1244,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8cuguf.jpg,0.0,2.0,2.0
1245,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\96cmqg.jpg,1.0,0.0,0.0
1246,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\21rmce.jpg,0.0,2.0,2.0
1247,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\78vg1c.jpg,0.0,2.0,2.0
1248,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1rorzq.jpg,1.0,0.0,0.0
1249,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\beum8p.jpg,1.0,0.0,0.0
1250,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cal5p39.jpg,0.0,2.0,4.0
1251,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ci4du6q.jpg,0.0,2.0,4.0
1252,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bqbw6o.jpg,1.0,0.0,0.0
1253,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\csb4kw.jpg,0.0,1.0,5.0
1254,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c46t0by.jpg,0.0,2.0,4.0
1255,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\99kkmv.jpg,1.0,0.0,0.0
1256,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6by3y4.jpg,1.0,0.0,0.0
1257,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8ocg40.jpg,0.0,2.0,1.0
1258,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4bpnbl.jpg,0.0,2.0,1.0
1259,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\chruv2.jpg,1.0,0.0,0.0
1260,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cf65o94.jpg,0.0,2.0,4.0
1261,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgnaspb.jpg,0.0,2.0,4.0
1262,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cm4qh5s.jpg,0.0,2.0,4.0
1263,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckbg5g8.jpg,0.0,2.0,4.0
1264,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dt33z25.jpg,0.0,2.0,4.0
1265,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\erm9p2j.jpg,0.0,2.0,4.0
1266,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cpp4lct.jpg,0.0,2.0,4.0
1267,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cluwniv.jpg,0.0,2.0,4.0
1268,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cwmdfd.jpg,1.0,0.0,0.0
1269,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6p0ygt.jpg,0.0,2.0,2.0
1270,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6gwy78.jpg,0.0,2.0,1.0
1271,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bauh0h.jpg,1.0,0.0,0.0
1272,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8hao94.jpg,0.0,2.0,2.0
1273,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cva9xbq.jpg,0.0,2.0,4.0
1274,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6xmzz.jpg,1.0,0.0,0.0
1275,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8npchv.jpg,0.0,2.0,2.0
1276,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\arqzuv.jpg,0.0,2.0,1.0
1277,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dihj5e.jpg,0.0,2.0,2.0
1278,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\37hw0b.jpg,1.0,0.0,0.0
1279,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d5vdegv.jpg,0.0,2.0,4.0
1280,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5wdmir.jpg,0.0,2.0,1.0
1281,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\84rkiu.jpg,0.0,2.0,2.0
1282,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\70jm54.jpg,1.0,0.0,0.0
1283,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2sff55.jpg,0.0,2.0,1.0
1284,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bqp89y.jpg,0.0,2.0,1.0
1285,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cf9iii.jpg,1.0,0.0,0.0
1286,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cslsnzo.jpg,0.0,2.0,4.0
1287,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cv52kwg.jpg,0.0,2.0,4.0
1288,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9jzhvn.jpg,1.0,0.0,0.0
1289,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\12uahv.jpg,1.0,0.0,0.0
1290,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dl3g0fe.jpg,0.0,2.0,4.0
1291,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckjsyvx.jpg,0.0,2.0,4.0
1292,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6e7hbc.jpg,0.0,2.0,2.0
1293,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cbp7ssa.jpg,0.0,2.0,4.0
1294,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\58ojnu.jpg,0.0,2.0,1.0
1295,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c132o5.jpg,0.0,2.0,1.0
1296,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cjsous.jpg,1.0,0.0,0.0
1297,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ehl9rgr.jpg,0.0,2.0,4.0
1298,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\aweabd.jpg,0.0,2.0,2.0
1299,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8oxpdr.jpg,1.0,0.0,0.0
1300,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cai34jr.jpg,0.0,2.0,4.0
1301,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cjpesf6.jpg,0.0,2.0,4.0
1302,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\82f8h2.jpg,0.0,1.0,5.0
1303,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4036r2.jpg,0.0,2.0,1.0
1304,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cn1xtn.jpg,1.0,0.0,0.0
1305,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1ip8up.jpg,0.0,2.0,2.0
1306,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b3wa3d.jpg,0.0,2.0,2.0
1307,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2tr39f.jpg,0.0,2.0,1.0
1308,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cbag4jd.jpg,0.0,2.0,4.0
1309,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2iz11w.jpg,1.0,0.0,0.0
1310,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5azyc1.jpg,0.0,2.0,2.0
1311,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c46b1xu.jpg,0.0,2.0,4.0
1312,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\btx3ii.jpg,0.0,2.0,2.0
1313,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cs4etaa.jpg,0.0,2.0,4.0
1314,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cn6iz01.jpg,0.0,2.0,4.0
1315,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5h4xdo.jpg,1.0,0.0,0.0
1316,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\31s9g1.jpg,0.0,2.0,2.0
1317,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\26wcg1.jpg,0.0,2.0,2.0
1318,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dmlu2u1.jpg,0.0,2.0,4.0
1319,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\254dsu.jpg,0.0,1.0,5.0
1320,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2h2k1i.jpg,1.0,0.0,0.0
1321,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bv8d3u.jpg,0.0,2.0,2.0
1322,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c7eufzg.jpg,0.0,2.0,4.0
1323,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c72yys.jpg,1.0,0.0,0.0
1324,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6c1vks.jpg,0.0,2.0,4.0
1325,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\15nuou.jpg,1.0,0.0,0.0
1326,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cf5nw0t.jpg,0.0,2.0,4.0
1327,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8yhhpc.jpg,1.0,0.0,0.0
1328,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bzthgd.jpg,0.0,2.0,2.0
1329,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\awv0wy.jpg,1.0,0.0,0.0
1330,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cdsig8b.jpg,0.0,2.0,4.0
1331,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bfjlja.jpg,0.0,2.0,2.0
1332,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckejppu.jpg,0.0,2.0,4.0
1333,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dcumsg.jpg,0.0,2.0,2.0
1334,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5k4jqi.jpg,1.0,0.0,0.0
1335,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d5fajfw.jpg,0.0,2.0,4.0
1336,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9hq0jo.jpg,0.0,2.0,2.0
1337,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\65smba.jpg,1.0,0.0,0.0
1338,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4h6gn0.jpg,1.0,0.0,0.0
1339,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cm7lwb9.jpg,0.0,2.0,4.0
1340,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ay1e84.jpg,1.0,0.0,0.0
1341,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6ggfna.jpg,1.0,0.0,0.0
1342,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dfu0hk8.jpg,0.0,2.0,4.0
1343,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8q0a3u.jpg,0.0,2.0,2.0
1344,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1a7f1w.jpg,1.0,0.0,0.0
1345,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\51fyvj.jpg,0.0,2.0,2.0
1346,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5wzet3.jpg,0.0,2.0,5.0
1347,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cg0la1l.jpg,0.0,2.0,4.0
1348,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c5zpi0q.jpg,0.0,2.0,4.0
1349,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4us1bx.jpg,0.0,2.0,2.0
1350,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5popx3.jpg,1.0,0.0,0.0
1351,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c9lcgk.jpg,0.0,2.0,5.0
1352,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cu45r9.jpg,1.0,0.0,0.0
1353,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cx8u97.jpg,0.0,2.0,2.0
1354,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dkvmhaf.jpg,0.0,2.0,4.0
1355,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d7bfi4x.jpg,0.0,2.0,4.0
1356,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6lgq14.jpg,0.0,2.0,4.0
1357,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\e0btas5.jpg,0.0,2.0,4.0
